name,result
FluencyBank_010_0,0
FluencyBank_010_1,0
FluencyBank_010_2,0
FluencyBank_010_3,0
FluencyBank_010_4,0
FluencyBank_010_5,0
FluencyBank_010_6,0
FluencyBank_010_7,0
FluencyBank_010_8,0
FluencyBank_010_9,0
FluencyBank_010_10,0
FluencyBank_010_11,0
FluencyBank_010_12,0
FluencyBank_010_13,0
FluencyBank_010_14,0
FluencyBank_010_15,0
FluencyBank_010_16,0
FluencyBank_010_17,0
FluencyBank_010_18,0
FluencyBank_010_19,0
FluencyBank_010_20,0
FluencyBank_010_21,0
FluencyBank_010_22,0
FluencyBank_010_23,0
FluencyBank_010_24,0
FluencyBank_010_25,0
FluencyBank_010_26,0
FluencyBank_010_27,0
FluencyBank_010_28,0
FluencyBank_010_29,0
FluencyBank_010_30,0
FluencyBank_010_31,0
FluencyBank_010_32,0
FluencyBank_010_33,0
FluencyBank_010_34,0
FluencyBank_010_35,0
FluencyBank_010_36,0
FluencyBank_010_37,0
FluencyBank_010_38,0
FluencyBank_010_39,0
FluencyBank_010_40,0
FluencyBank_010_41,0
FluencyBank_010_42,0
FluencyBank_010_43,0
FluencyBank_010_44,0
FluencyBank_010_45,0
FluencyBank_010_46,0
FluencyBank_010_47,0
FluencyBank_010_48,0
FluencyBank_010_49,0
FluencyBank_010_50,0
FluencyBank_010_51,0
FluencyBank_010_52,0
FluencyBank_010_53,0
FluencyBank_010_54,0
FluencyBank_010_55,0
FluencyBank_010_56,0
FluencyBank_010_57,0
FluencyBank_010_58,0
FluencyBank_010_59,0
FluencyBank_010_60,0
FluencyBank_010_61,0
FluencyBank_010_62,0
FluencyBank_010_63,0
FluencyBank_010_64,0
FluencyBank_010_65,0
FluencyBank_010_66,0
FluencyBank_010_67,0
FluencyBank_010_68,0
FluencyBank_010_69,0
FluencyBank_010_70,0
FluencyBank_010_71,0
FluencyBank_010_72,0
FluencyBank_010_73,0
FluencyBank_010_74,0
FluencyBank_010_75,0
FluencyBank_010_76,0
FluencyBank_010_77,0
FluencyBank_010_78,0
FluencyBank_010_79,0
FluencyBank_010_80,0
FluencyBank_010_81,0
FluencyBank_010_82,0
FluencyBank_010_83,0
FluencyBank_010_84,0
FluencyBank_010_85,0
FluencyBank_010_86,0
FluencyBank_010_87,0
FluencyBank_010_88,0
FluencyBank_010_89,0
FluencyBank_010_90,0
FluencyBank_010_91,0
FluencyBank_010_92,0
FluencyBank_010_93,0
FluencyBank_010_94,0
FluencyBank_010_95,0
FluencyBank_010_96,0
FluencyBank_010_97,0
FluencyBank_010_98,0
FluencyBank_010_99,0
FluencyBank_016_0,0
FluencyBank_016_1,0
FluencyBank_016_2,0
FluencyBank_016_3,0
FluencyBank_016_4,0
FluencyBank_016_6,0
FluencyBank_016_7,0
FluencyBank_016_8,0
FluencyBank_016_9,0
FluencyBank_016_10,0
FluencyBank_016_11,0
FluencyBank_016_12,0
FluencyBank_016_13,0
FluencyBank_016_14,0
FluencyBank_016_15,0
FluencyBank_016_16,0
FluencyBank_016_17,0
FluencyBank_016_18,0
